ID,treatment,version,problemNumber,problem,problemType,responseTime,accuracy,sessionNo,mrDifficulty,changeMrDifficulty,programDifficulty,changeProgramDifficulty,age,gender,race,occupation,yearsProgramming,numPL
p00302,A,version3,58,22.BMP,ARRAY,28.6508674621582,1,3,4,more,3,more,21,Male,White,Computing Student (graduate),6,6
p00302,A,version3,59,331.bmp,CODING,69.04487609863281,1,3,4,more,3,more,21,Male,White,Computing Student (graduate),6,6
p00302,A,version3,60,114.jpg,MENTAL,19.0065860748291,1,3,4,more,3,more,21,Male,White,Computing Student (graduate),6,6
p00302,A,version3,61,309.bmp,TREE,43.59481811523438,1,3,4,more,3,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,1,48.BMP,TREE,9.959029197692871,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,2,302.bmp,TREE,37.72039031982422,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,3,5.BMP,ARRAY,16.94743537902832,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,4,2.BMP,ARRAY,17.7645378112793,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,5,317.bmp,TREE,60.79530334472656,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,6,320.bmp,TREE,81.42401123046875,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,7,325.bmp,CODING,30.8536376953125,0,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,8,138.bmp,CODING,31.16668510437012,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,9,53.BMP,TREE,22.89158058166504,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,10,115.jpg,MENTAL,33.28654098510742,0,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,11,143.bmp,CODING,20.8399772644043,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,12,108.jpg,MENTAL,31.72700881958008,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,13,116.jpg,MENTAL,54.01786041259766,0,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,14,332.bmp,CODING,42.98232650756836,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,15,84.BMP,MENTAL,13.73276615142822,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,16,57.BMP,TREE,17.81546592712402,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,17,86.BMP,MENTAL,12.01734828948975,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,18,41.BMP,TREE,17.6106071472168,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,19,150.bmp,CODING,23.93647193908691,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,20,119.jpg,MENTAL,36.11820983886719,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,21,203.bmp,ARRAY,15.4143705368042,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,22,110.jpg,MENTAL,21.1126594543457,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,23,211.bmp,TREE,22.77149391174316,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,24,77.BMP,MENTAL,10.59468460083008,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,25,308.bmp,TREE,75.60568237304688,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,26,71.BMP,MENTAL,15.57411575317383,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,27,35.BMP,TREE,17.73726272583008,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,28,323.bmp,TREE,26.92008781433105,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,29,91.jpg,MENTAL,35.45198059082031,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,30,314.bmp,TREE,90.29979705810547,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,31,149.bmp,CODING,35.58329010009766,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,32,65.BMP,MENTAL,12.46171760559082,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,33,111.jpg,MENTAL,31.38452911376953,0,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,34,135.bmp,CODING,23.11564064025879,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,35,204.bmp,ARRAY,9.484835624694824,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,36,37.BMP,TREE,25.59818267822266,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,37,106.jpg,MENTAL,16.23137092590332,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,38,40.jpg,TREE,33.29572677612305,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,39,129.bmp,CODING,36.49155807495117,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,40,146.bmp,CODING,29.62211418151855,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,41,29.BMP,ARRAY,21.18757820129395,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,42,145.bmp,CODING,45.52644348144531,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,43,14.BMP,ARRAY,10.60281562805176,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,44,88.BMP,MENTAL,11.93040370941162,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,45,109.jpg,MENTAL,28.57749557495117,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,46,17.BMP,ARRAY,19.57306861877441,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,47,117.jpg,MENTAL,58.18523025512695,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,48,305.bmp,TREE,21.6449031829834,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,49,202.bmp,ARRAY,27.34638214111328,0,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,50,311.bmp,TREE,77.16133880615234,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,51,141.bmp,CODING,29.14164733886719,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,52,64.BMP,MENTAL,7.519745826721191,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,53,207.bmp,ARRAY,26.97805786132812,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,54,112.jpg,MENTAL,27.10569763183594,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,55,20.BMP,ARRAY,20.28155708312988,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,56,132.bmp,CODING,41.48242950439453,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,57,329.bmp,ARRAY,42.74262619018555,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,58,68.BMP,MENTAL,7.762042999267578,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,59,43.BMP,TREE,15.1139965057373,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,60,51.BMP,TREE,23.88426399230957,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00302,B,version2,61,39.BMP,TREE,31.51687622070312,1,1,4,more,2,more,21,Male,White,Computing Student (graduate),6,6
p00026,C,version2,1,204.bmp,ARRAY,6.587297439575195,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,2,302.bmp,TREE,67.54661560058594,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,3,149.bmp,CODING,17.53482627868652,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,4,311.bmp,TREE,50.55045700073242,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,5,323.bmp,TREE,46.3129997253418,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,6,308.bmp,TREE,37.87389373779297,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,7,71.BMP,MENTAL,8.433728218078613,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,8,5.BMP,ARRAY,13.9700288772583,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,9,37.BMP,TREE,15.39313125610352,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,10,29.BMP,ARRAY,15.69988536834717,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,11,20.BMP,ARRAY,12.9094820022583,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,12,39.BMP,TREE,16.33280372619629,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,13,116.jpg,MENTAL,130.8621063232422,0,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,14,129.bmp,CODING,11.64008140563965,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,15,119.jpg,MENTAL,115.4297409057617,0,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,16,207.bmp,ARRAY,41.15424346923828,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,17,17.BMP,ARRAY,12.50866508483887,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,18,88.BMP,MENTAL,4.349395275115967,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,19,77.BMP,MENTAL,8.52678394317627,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,20,35.BMP,TREE,13.21156215667725,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,21,64.BMP,MENTAL,11.46003913879395,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,22,150.bmp,CODING,6.422405242919922,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,23,141.bmp,CODING,12.57149314880371,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,24,48.BMP,TREE,6.736140251159668,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,25,143.bmp,CODING,12.70265293121338,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,26,65.BMP,MENTAL,7.187302589416504,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,27,91.jpg,MENTAL,9.267757415771484,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,28,329.bmp,ARRAY,40.14368057250977,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,29,145.bmp,CODING,27.9604606628418,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,30,43.BMP,TREE,11.40326881408691,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,31,41.BMP,TREE,17.34976768493652,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,32,132.bmp,CODING,22.10863304138184,0,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,33,317.bmp,TREE,40.54327774047852,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,34,53.BMP,TREE,10.25301265716553,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,35,109.jpg,MENTAL,8.997899055480957,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,36,314.bmp,TREE,29.01010894775391,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,37,51.BMP,TREE,14.45331954956055,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,38,135.bmp,CODING,15.29110717773438,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,39,305.bmp,TREE,6.527521133422852,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,40,40.jpg,TREE,18.39294242858887,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,41,138.bmp,CODING,20.55047798156738,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,42,325.bmp,CODING,49.80509185791016,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,43,106.jpg,MENTAL,22.9439525604248,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,44,146.bmp,CODING,15.82726287841797,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,45,112.jpg,MENTAL,10.19575595855713,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,46,202.bmp,ARRAY,8.061463356018066,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,47,117.jpg,MENTAL,11.98885536193848,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,48,86.BMP,MENTAL,7.172288417816162,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,49,115.jpg,MENTAL,30.96808815002441,0,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,50,203.bmp,ARRAY,13.44017887115479,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,51,14.BMP,ARRAY,6.14479923248291,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,52,332.bmp,CODING,33.05450820922852,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,53,320.bmp,TREE,58.86599731445312,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,54,57.BMP,TREE,21.5373592376709,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,55,2.BMP,ARRAY,16.06516456604004,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,56,68.BMP,MENTAL,4.498306274414062,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,57,84.BMP,MENTAL,3.67157769203186,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,58,108.jpg,MENTAL,45.4766845703125,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,59,111.jpg,MENTAL,13.50967502593994,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,60,110.jpg,MENTAL,20.25024795532227,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,C,version2,61,211.bmp,TREE,12.47754192352295,1,1,5,N/A,1,N/A,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,1,6.BMP,ARRAY,10.06411933898926,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,2,74.BMP,MENTAL,7.276979923248291,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,3,326.bmp,CODING,17.1584358215332,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,4,15.BMP,ARRAY,26.51277351379395,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,5,201.bmp,ARRAY,14.90919303894043,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,6,319.bmp,TREE,38.01348495483398,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,7,100.jpg,MENTAL,14.50588226318359,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,8,18.BMP,ARRAY,28.82953834533691,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,9,134.bmp,CODING,9.472784042358398,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,10,34.BMP,TREE,9.525171279907227,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,11,304.bmp,TREE,9.508235931396484,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,12,333.bmp,CODING,47.87771606445312,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,13,210.bmp,TREE,8.070220947265625,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,14,80.BMP,MENTAL,2.74744176864624,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,15,92.jpg,MENTAL,9.82196044921875,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,16,124.bmp,CODING,8.92681884765625,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,17,121.bmp,CODING,4.276839733123779,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,18,148.bmp,CODING,7.194759368896484,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,19,142.bmp,CODING,14.70514488220215,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,20,45.BMP,TREE,9.6265287399292,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,21,52.BMP,TREE,13.63554000854492,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,22,212.bmp,TREE,9.502532005310059,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,23,25.BMP,ARRAY,5.487080097198486,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,24,104.jpg,MENTAL,30.15181159973145,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,25,310.bmp,TREE,131.2697448730469,0,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,26,7.BMP,ARRAY,13.95038223266602,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,27,87.BMP,MENTAL,6.287298679351807,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,28,94.jpg,MENTAL,26.60404777526855,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,29,81.BMP,MENTAL,3.449372291564941,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,30,75.BMP,MENTAL,5.228067874908447,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,31,27.BMP,ARRAY,15.80288124084473,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,32,123.bmp,CODING,6.593840599060059,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,33,90.BMP,MENTAL,4.64332103729248,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,34,139.bmp,CODING,29.95718955993652,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,35,103.jpg,MENTAL,34.55657958984375,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,36,47.BMP,TREE,28.72713661193848,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,37,32.BMP,TREE,7.695373058319092,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,38,31.BMP,TREE,14.94841861724854,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,39,67.BMP,MENTAL,4.028231620788574,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,40,301.bmp,TREE,28.04185104370117,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,41,55.BMP,TREE,18.5506477355957,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,42,322.bmp,TREE,49.59281539916992,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,43,122.bmp,CODING,5.150931358337402,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,44,214.bmp,TREE,7.146709442138672,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,45,63.BMP,MENTAL,2.85279369354248,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,46,316.bmp,CODING,56.25909805297852,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,47,95.jpg,MENTAL,10.23337459564209,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,48,102.jpg,MENTAL,9.225123405456543,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,49,328.bmp,ARRAY,72.45205688476562,0,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,50,107.jpg,MENTAL,9.789844512939453,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,51,313.bmp,TREE,18.59223365783691,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,52,10.BMP,ARRAY,12.07747268676758,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,53,125.bmp,CODING,6.419445037841797,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,54,205.bmp,ARRAY,10.94971179962158,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,55,307.bmp,TREE,65.7394027709961,0,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,56,69.BMP,MENTAL,4.791524887084961,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,57,85.BMP,MENTAL,3.704310894012451,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,58,19.BMP,ARRAY,8.63943099975586,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,59,24.BMP,ARRAY,13.18997764587402,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,60,70.BMP,MENTAL,5.417350769042969,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,A,version1,61,144.bmp,CODING,20.21286582946777,1,3,3,less,1,less,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,1,131.bmp,CODING,6.670419216156006,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,2,213.bmp,TREE,5.795327186584473,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,3,331.bmp,CODING,39.64241409301758,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,4,99.jpg,MENTAL,20.2637882232666,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,5,118.jpg,MENTAL,67.6893310546875,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,6,137.bmp,CODING,21.1037654876709,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,7,73.BMP,MENTAL,6.172477722167969,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,8,140.bmp,CODING,8.179793357849121,0,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,9,38.BMP,TREE,13.87885570526123,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,10,3.BMP,ARRAY,24.05751800537109,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,11,89.BMP,MENTAL,4.365350723266602,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,12,114.jpg,MENTAL,8.69805908203125,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,13,76.BMP,MENTAL,8.402752876281738,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,14,56.BMP,TREE,11.06431579589844,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,15,209.bmp,TREE,16.2327938079834,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,16,49.BMP,TREE,12.53048992156982,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,17,318.bmp,TREE,30.45399856567383,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,18,23.BMP,ARRAY,23.06302452087402,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,19,206.bmp,ARRAY,7.610600471496582,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,20,128.bmp,CODING,22.37874984741211,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,21,327.bmp,ARRAY,12.10126686096191,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,22,133.bmp,CODING,13.62264060974121,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,23,147.bmp,CODING,17.91864776611328,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,24,321.bmp,TREE,31.7595157623291,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
p00026,B,version3,25,93.jpg,MENTAL,6.4388747215271,1,2,4,same,1,same,21,Female,White,Computing Student (undergraduate),4,4
